5486,Alpine Linux,Bug,"",New,Normal,syslinux mboot.c32 Undef symbol FAIL: __syslinux_debug_enabled,donoban ban,"",04/24/2016 09:17 AM,"","",04/24/2016,"","","",0,04/24/2016 09:17 AM,"","",
5485,Alpine Linux,Bug,"",Resolved,Normal,py-numpy-dev is missing a dependency on py-numpy,Dennis Schridde,Francesco Colista,04/25/2016 08:52 AM,"","",04/22/2016,"","","",100,04/22/2016 09:04 PM,"","",
5479,Alpine Linux,Bug,"",New,High,Alpine iso fails to boot on Dell R210,Paul Roland,"",04/27/2016 04:31 PM,"",3.4.0,04/22/2016,"","","",0,04/22/2016 08:45 PM,"","","3.3.1, 3.3.2, 3.3.3, 3.3.0"
5478,Alpine Linux,Bug,"",New,Normal,Failed to load /usr/lib/xorg/modules/drivers/dummy_drv.so: Error relocating /usr/lib/xorg/modules/drivers/dummy_drv.so: fbPictureInit: symbol not found,Dennis Schridde,"",04/22/2016 08:02 PM,"","",04/22/2016,"","","",0,04/22/2016 08:02 PM,"","",
5477,Alpine Linux,Bug,"",New,Normal,xvidcore-dev is missing pkgconfig file,Dennis Schridde,"",04/21/2016 05:58 PM,"","",04/21/2016,"","","",0,04/21/2016 05:58 PM,"","",
5476,Alpine Linux,Bug,5471,Closed,Normal,"[3.0] pcre: Several vulnerabilities (CVE-2016-1283, CVE-2016-3191)",Alicha CH,Natanael Copa,05/10/2016 10:15 AM,Security,3.0.7,04/21/2016,"","","",100,04/21/2016 03:27 PM,05/10/2016 10:15 AM,"",
5475,Alpine Linux,Bug,5471,Closed,Normal,"[3.1] pcre: Several vulnerabilities (CVE-2016-1283, CVE-2016-3191)",Alicha CH,Natanael Copa,05/10/2016 10:15 AM,Security,3.1.5,04/21/2016,"","","",100,04/21/2016 03:27 PM,05/10/2016 10:15 AM,"",
5474,Alpine Linux,Bug,5471,Closed,Normal,"[3.2] pcre: Several vulnerabilities (CVE-2016-1283, CVE-2016-3191)",Alicha CH,Natanael Copa,05/10/2016 10:15 AM,Security,3.2.4,04/21/2016,"","","",100,04/21/2016 03:26 PM,05/10/2016 10:15 AM,"",
5473,Alpine Linux,Bug,5471,Closed,Normal,"[3.3] pcre: Several vulnerabilities (CVE-2016-1283, CVE-2016-3191)",Alicha CH,Natanael Copa,05/10/2016 10:15 AM,Security,3.3.4,04/21/2016,"","","",100,04/21/2016 03:26 PM,05/10/2016 10:15 AM,"",
5472,Alpine Linux,Bug,5471,Closed,Normal,"[3.4] pcre: Several vulnerabilities (CVE-2016-1283, CVE-2016-3191)",Alicha CH,Natanael Copa,05/10/2016 10:15 AM,Security,3.4.0,04/21/2016,"","","",100,04/21/2016 03:25 PM,05/10/2016 10:15 AM,"",
5471,Alpine Linux,Bug,"",Closed,Normal,"pcre: Several vulnerabilities (CVE-2016-1283, CVE-2016-3191)",Alicha CH,Natanael Copa,05/10/2016 10:15 AM,Security,"",04/21/2016,"","",0.00,100,04/21/2016 03:24 PM,05/10/2016 10:15 AM,"",
5470,Alpine Linux,Bug,5467,Closed,Normal,"[3.0] pcre: Multiple vulnerabilities (CVE-2015-8380, CVE-2015-8381, CVE-2015-8383, CVE-2015-8384, CVE... CVE-2015-8392, CVE-2015-8393, CVE-2015-8394)",Alicha CH,Natanael Copa,05/10/2016 10:19 AM,Security,3.0.7,04/21/2016,"","","",100,04/21/2016 03:07 PM,05/10/2016 10:19 AM,"",
5469,Alpine Linux,Bug,5467,Closed,Normal,"[3.1] pcre: Multiple vulnerabilities (CVE-2015-8380, CVE-2015-8381, CVE-2015-8383, CVE-2015-8384, CVE... CVE-2015-8392, CVE-2015-8393, CVE-2015-8394)",Alicha CH,Natanael Copa,05/10/2016 10:19 AM,Security,3.1.5,04/21/2016,"","","",100,04/21/2016 03:07 PM,05/10/2016 10:19 AM,"",
5468,Alpine Linux,Bug,5467,Closed,Normal,"[3.2] pcre: Multiple vulnerabilities (CVE-2015-8380, CVE-2015-8381, CVE-2015-8383, CVE-2015-8384, CVE... CVE-2015-8392, CVE-2015-8393, CVE-2015-8394)",Alicha CH,Natanael Copa,05/10/2016 10:19 AM,Security,3.2.4,04/21/2016,"","","",100,04/21/2016 03:06 PM,05/10/2016 10:19 AM,"",
5467,Alpine Linux,Bug,"",Closed,Normal,"pcre: Multiple vulnerabilities (CVE-2015-8380, CVE-2015-8381, CVE-2015-8383, CVE-2015-8384, CVE... CVE-2015-8392, CVE-2015-8393, CVE-2015-8394)",Alicha CH,Natanael Copa,05/10/2016 10:19 AM,Security,"",04/21/2016,"","",0.00,100,04/21/2016 03:05 PM,05/10/2016 10:19 AM,"",
5466,Alpine Linux,Bug,5464,Closed,Normal,"[3.0] pcre: Several vulnerabilities (CVE-2014-9769, CVE-2015-2327, CVE-2015-2328, CVE-2015-8382)",Alicha CH,Natanael Copa,05/10/2016 10:26 AM,Security,3.0.7,04/21/2016,"","","",100,04/21/2016 02:47 PM,05/10/2016 10:26 AM,"",
5465,Alpine Linux,Bug,5464,Closed,Normal,[3.1] pcre: Information disclosure (CVE-2015-8382),Alicha CH,Natanael Copa,05/10/2016 10:26 AM,Security,3.1.5,04/21/2016,"","","",100,04/21/2016 02:46 PM,05/10/2016 10:26 AM,"",
5464,Alpine Linux,Bug,"",Closed,Normal,"pcre: Several vulnerabilities (CVE-2014-9769, CVE-2015-2327, CVE-2015-2328, CVE-2015-8382)",Alicha CH,Natanael Copa,05/10/2016 10:26 AM,Security,"",04/21/2016,"","",0.00,100,04/21/2016 02:29 PM,05/10/2016 10:26 AM,"",
5463,Alpine Linux,Bug,"",New,Normal,Can't import gnupg private key,Colin Saliceti,"",04/21/2016 09:49 AM,"","",04/21/2016,"","","",0,04/21/2016 09:49 AM,"","",
5462,Alpine Linux,Bug,"",New,Normal,busybox-initscripts:  fix post-install/upgrade to handle cron rename to crond,Ted Trask,Natanael Copa,05/02/2016 03:48 PM,Aports,3.4.0,04/20/2016,"","","",0,04/20/2016 03:51 PM,"","",
5457,Alpine Linux,Bug,5452,Closed,Normal,[3.0] krb5: null pointer dereference in kadmin (CVE-2016-3119),Alicha CH,Natanael Copa,05/10/2016 10:29 AM,Security,3.0.7,04/20/2016,"","","",100,04/20/2016 10:00 AM,05/10/2016 10:29 AM,"",
5456,Alpine Linux,Bug,5452,Closed,Normal,[3.1] krb5: null pointer dereference in kadmin (CVE-2016-3119),Alicha CH,Natanael Copa,05/10/2016 10:29 AM,Security,3.1.5,04/20/2016,"","","",100,04/20/2016 09:59 AM,05/10/2016 10:29 AM,"",
5455,Alpine Linux,Bug,5452,Closed,Normal,[3.2] krb5: null pointer dereference in kadmin (CVE-2016-3119),Alicha CH,Natanael Copa,05/10/2016 10:29 AM,Security,3.2.4,04/20/2016,"","","",100,04/20/2016 09:59 AM,05/10/2016 10:29 AM,"",
5454,Alpine Linux,Bug,5452,Closed,Normal,[3.3] krb5: null pointer dereference in kadmin (CVE-2016-3119),Alicha CH,Natanael Copa,05/10/2016 10:29 AM,Security,3.3.4,04/20/2016,"","","",100,04/20/2016 09:58 AM,05/10/2016 10:29 AM,"",
5453,Alpine Linux,Bug,5452,Closed,Normal,[3.4] krb5: null pointer dereference in kadmin (CVE-2016-3119),Alicha CH,Natanael Copa,05/10/2016 10:29 AM,Security,3.4.0,04/20/2016,"","","",100,04/20/2016 09:58 AM,05/10/2016 10:29 AM,"",
5452,Alpine Linux,Bug,"",Closed,Normal,krb5: null pointer dereference in kadmin (CVE-2016-3119),Alicha CH,Natanael Copa,05/10/2016 10:29 AM,Security,"",04/20/2016,"","",0.00,100,04/20/2016 09:57 AM,05/10/2016 10:29 AM,"",
5451,Alpine Linux,Bug,5446,Closed,Normal,[3.0] libtasn1: infinite loop while parsing DER certificates (CVE-2016-4008),Alicha CH,Natanael Copa,05/10/2016 10:28 AM,Security,3.0.7,04/20/2016,"","","",100,04/20/2016 09:07 AM,05/10/2016 10:28 AM,"",
5450,Alpine Linux,Bug,5446,Closed,Normal,[3.1] libtasn1: infinite loop while parsing DER certificates (CVE-2016-4008),Alicha CH,Natanael Copa,05/10/2016 10:28 AM,Security,3.1.5,04/20/2016,"","","",100,04/20/2016 09:06 AM,05/10/2016 10:28 AM,"",
5449,Alpine Linux,Bug,5446,Closed,Normal,[3.2] libtasn1: infinite loop while parsing DER certificates (CVE-2016-4008),Alicha CH,Natanael Copa,05/10/2016 10:28 AM,Security,3.2.4,04/20/2016,"","","",100,04/20/2016 09:05 AM,05/10/2016 10:28 AM,"",
5448,Alpine Linux,Bug,5446,Closed,Normal,[3.3] libtasn1: infinite loop while parsing DER certificates (CVE-2016-4008),Alicha CH,Natanael Copa,05/10/2016 10:28 AM,Security,3.3.4,04/20/2016,"","","",100,04/20/2016 09:05 AM,05/10/2016 10:28 AM,"",
5447,Alpine Linux,Bug,5446,Closed,Normal,[3.4] libtasn1: infinite loop while parsing DER certificates (CVE-2016-4008),Alicha CH,Natanael Copa,05/10/2016 10:28 AM,Security,3.4.0,04/20/2016,"","","",100,04/20/2016 09:04 AM,05/10/2016 10:28 AM,"",
5446,Alpine Linux,Bug,"",Closed,Normal,libtasn1: infinite loop while parsing DER certificates (CVE-2016-4008),Alicha CH,Natanael Copa,05/10/2016 10:28 AM,Security,"",04/20/2016,"",0.20,0.20,100,04/20/2016 09:03 AM,05/10/2016 10:28 AM,"",
5445,Alpine Linux,Bug,"",New,High,Imagemagick : unable to load files from remote url,Xavier Tromp,Natanael Copa,04/20/2016 07:57 AM,"","",04/20/2016,"","","",0,04/20/2016 07:57 AM,"","",
5436,Alpine Linux,Bug,"",Resolved,Normal,Package request: livestreamer,Raspberry Alpine,"",04/19/2016 01:52 PM,Package request,"",04/18/2016,"","","",100,04/18/2016 07:32 PM,"","",
5434,Alpine Linux,Bug,5433,Closed,Normal,"[3.3] go: security issues (CVE-2016-3958, CVE-2016-3959)",Alicha CH,Eivind Uggedal,04/27/2016 04:31 PM,Security,3.3.4,04/18/2016,"","","",100,04/18/2016 09:44 AM,04/27/2016 04:31 PM,"",
5433,Alpine Linux,Bug,"",Closed,Normal,"go: security issues (CVE-2016-3958, CVE-2016-3959)",Alicha CH,Eivind Uggedal,04/27/2016 04:31 PM,Security,"",04/18/2016,"","",0.00,100,04/18/2016 09:44 AM,04/27/2016 04:31 PM,"",
5432,Alpine Linux,Bug,5428,Closed,Normal,[3.0] pidgin-otr: heap use after free vulnerability (CVE-2015-8833),Alicha CH,Natanael Copa,05/10/2016 10:30 AM,Security,3.0.7,04/18/2016,"","","",100,04/18/2016 08:59 AM,05/10/2016 10:30 AM,"",
5431,Alpine Linux,Bug,5428,Closed,Normal,[3.1] pidgin-otr: heap use after free vulnerability (CVE-2015-8833),Alicha CH,Natanael Copa,05/10/2016 10:30 AM,Security,3.1.5,04/18/2016,"","","",100,04/18/2016 08:54 AM,05/10/2016 10:30 AM,"",
5430,Alpine Linux,Bug,5428,Closed,Normal,[3.2] pidgin-otr: heap use after free vulnerability (CVE-2015-8833),Alicha CH,Natanael Copa,05/10/2016 10:30 AM,Security,3.2.4,04/18/2016,"","","",100,04/18/2016 08:54 AM,05/10/2016 10:30 AM,"",
5429,Alpine Linux,Bug,5428,Closed,Normal,[3.3] pidgin-otr: heap use after free vulnerability (CVE-2015-8833),Alicha CH,Natanael Copa,05/10/2016 10:30 AM,Security,3.3.4,04/18/2016,"","","",100,04/18/2016 08:53 AM,05/10/2016 10:30 AM,"",
5428,Alpine Linux,Bug,"",Closed,Normal,pidgin-otr: heap use after free vulnerability (CVE-2015-8833),Alicha CH,Natanael Copa,05/10/2016 10:30 AM,Security,"",04/18/2016,"","",0.00,100,04/18/2016 08:53 AM,05/10/2016 10:30 AM,"",
5422,Alpine Linux,Bug,"",New,High,Alpine 3.3.3 x86_64 mouse freeze when launch Xorg in Virtualbox,Daniel Lin,"",04/18/2016 04:00 AM,"","",04/18/2016,"","","",0,04/18/2016 03:59 AM,"","",3.3.3
5421,Alpine build tools,Bug,"",New,Normal,Only allow a single maintainer per apkbuild,Carlo Landmeter,Natanael Copa,04/19/2016 01:23 PM,"","",04/17/2016,"","","",0,04/17/2016 09:39 PM,"","",""
5420,Alpine Linux,Bug,"",New,High,[Raspberry Pi 2/3] apk add linux-rpi2-dev returns error,Ray Davis,Natanael Copa,04/17/2016 07:01 PM,Base libraries,3.3.4,04/17/2016,"","","",0,04/17/2016 07:01 PM,"","",3.3.3
5411,Alpine Linux,Bug,"",Resolved,Normal,ACF Cron panel issue due to wrong processname,Giovanni Minniti,Ted Trask,05/02/2016 04:00 PM,ACF,3.4.0,04/14/2016,"","","",100,04/14/2016 03:22 AM,"","",3.4.0
5409,Alpine Linux,Bug,"",New,Normal,varnish-modules,Ilari Mäkelä,"",04/18/2016 12:33 PM,Package request,"",04/13/2016,"","","",0,04/13/2016 12:35 PM,"","",
5407,Alpine Linux,Bug,5403,Closed,Normal,[3.0] libmatroska: Out-of-bounds heap read in KaxInternalBlock::ReadData() (CVE-2015-8792),Alicha CH,Timo Teräs,04/25/2016 08:38 AM,Security,3.0.7,04/12/2016,"","","",100,04/12/2016 05:49 PM,04/25/2016 08:38 AM,"",
5406,Alpine Linux,Bug,5403,Closed,Normal,[3.1] libmatroska: Out-of-bounds heap read in KaxInternalBlock::ReadData() (CVE-2015-8792),Alicha CH,Timo Teräs,04/25/2016 08:38 AM,Security,3.1.5,04/12/2016,"","","",100,04/12/2016 05:48 PM,04/25/2016 08:38 AM,"",
5405,Alpine Linux,Bug,5403,Closed,Normal,[3.2] libmatroska: Out-of-bounds heap read in KaxInternalBlock::ReadData() (CVE-2015-8792),Alicha CH,Timo Teräs,04/25/2016 08:38 AM,Security,3.2.4,04/12/2016,"","","",100,04/12/2016 05:48 PM,04/25/2016 08:38 AM,"",
5404,Alpine Linux,Bug,5403,Closed,Normal,[3.3] libmatroska: Out-of-bounds heap read in KaxInternalBlock::ReadData() (CVE-2015-8792),Alicha CH,Timo Teräs,04/25/2016 08:38 AM,Security,3.3.4,04/12/2016,"","","",100,04/12/2016 05:46 PM,04/25/2016 08:38 AM,"",
5403,Alpine Linux,Bug,"",Closed,Normal,libmatroska: Out-of-bounds heap read in KaxInternalBlock::ReadData() (CVE-2015-8792),Alicha CH,Timo Teräs,04/25/2016 08:38 AM,Security,"",04/12/2016,"","",0.00,100,04/12/2016 05:45 PM,04/25/2016 08:38 AM,"",
5401,Alpine Linux,Bug,5397,Closed,Normal,"[3.0] libebml: Several vulnerabilities (CVE-2015-8789, CVE-2015-8790, CVE-2015-8791)",Alicha CH,Timo Teräs,04/25/2016 08:41 AM,Security,3.0.7,04/12/2016,"","","",100,04/12/2016 02:04 PM,04/25/2016 08:41 AM,"",
5400,Alpine Linux,Bug,5397,Closed,Normal,"[3.1] libebml: Several vulnerabilities (CVE-2015-8789, CVE-2015-8790, CVE-2015-8791)",Alicha CH,Timo Teräs,04/25/2016 08:41 AM,Security,3.1.5,04/12/2016,"","","",100,04/12/2016 02:03 PM,04/25/2016 08:41 AM,"",
5399,Alpine Linux,Bug,5397,Closed,Normal,"[3.2] libebml: Several vulnerabilities (CVE-2015-8789, CVE-2015-8790, CVE-2015-8791)",Alicha CH,Timo Teräs,04/25/2016 08:41 AM,Security,3.2.4,04/12/2016,"","","",100,04/12/2016 02:02 PM,04/25/2016 08:41 AM,"",
5398,Alpine Linux,Bug,5397,Closed,Normal,"[3.3] libebml: Several vulnerabilities (CVE-2015-8789, CVE-2015-8790, CVE-2015-8791)",Alicha CH,Timo Teräs,04/25/2016 08:41 AM,Security,3.3.4,04/12/2016,"","","",100,04/12/2016 02:02 PM,04/25/2016 08:41 AM,"",
5397,Alpine Linux,Bug,"",Closed,Normal,"libebml: Several vulnerabilities (CVE-2015-8789, CVE-2015-8790, CVE-2015-8791)",Alicha CH,Timo Teräs,04/25/2016 08:41 AM,Security,"",04/12/2016,"","",0.00,100,04/12/2016 02:01 PM,04/25/2016 08:41 AM,"",
5396,Alpine Linux,Bug,"",Resolved,High,"multipath-tools: devices are blacklisted , but should not  [upstream patch]",Florian Koch,Natanael Copa,04/15/2016 07:09 AM,Base libraries,3.3.4,04/12/2016,"","","",100,04/12/2016 11:09 AM,"","",3.3.3
5395,Alpine Linux,Bug,5391,Closed,Normal,"[3.0] mercurial: Several vulnerabilities (CVE-2016-3630, CVE-2016-3068, CVE-2016-3069)",Alicha CH,Natanael Copa,04/25/2016 08:39 AM,Security,3.0.7,04/12/2016,"","","",100,04/12/2016 09:49 AM,04/25/2016 08:39 AM,"",
5394,Alpine Linux,Bug,5391,Closed,Normal,"[3.1] mercurial: Several vulnerabilities (CVE-2016-3630, CVE-2016-3068, CVE-2016-3069)",Alicha CH,Natanael Copa,04/25/2016 08:39 AM,Security,3.1.5,04/12/2016,"","","",100,04/12/2016 09:48 AM,04/25/2016 08:39 AM,"",
5393,Alpine Linux,Bug,5391,Closed,Normal,"[3.2] mercurial: Several vulnerabilities (CVE-2016-3630, CVE-2016-3068, CVE-2016-3069)",Alicha CH,Natanael Copa,04/25/2016 08:39 AM,Security,3.2.4,04/12/2016,"","","",100,04/12/2016 09:47 AM,04/25/2016 08:39 AM,"",
5392,Alpine Linux,Bug,5391,Closed,Normal,"[3.3] mercurial: Several vulnerabilities (CVE-2016-3630, CVE-2016-3068, CVE-2016-3069)",Alicha CH,Natanael Copa,04/25/2016 08:39 AM,Security,3.3.4,04/12/2016,"","","",100,04/12/2016 09:46 AM,04/25/2016 08:39 AM,"",
5391,Alpine Linux,Bug,"",Closed,Normal,"mercurial: Several vulnerabilities (CVE-2016-3630, CVE-2016-3068, CVE-2016-3069)",Alicha CH,Natanael Copa,04/25/2016 08:39 AM,Security,"",04/12/2016,"","",0.00,100,04/12/2016 09:43 AM,04/25/2016 08:39 AM,"",
5390,Alpine Linux,Bug,"",New,Normal,elasticsearch fails to start,Joe Needleman,Natanael Copa,04/13/2016 02:11 PM,Aports,"",04/12/2016,"","","",0,04/12/2016 02:19 AM,"","",
5389,Alpine Linux,Bug,"",New,Normal,jemalloc segfaults programs,Joe Needleman,"",04/12/2016 02:10 AM,"","",04/12/2016,"","","",0,04/12/2016 02:10 AM,"","",
5388,Alpine Linux,Bug,"",New,Normal,Segfault in ebtables on Raspberry PI,Nicolas Schmerber,"",04/11/2016 05:23 PM,"","",04/11/2016,"","","",0,04/11/2016 05:23 PM,"","",3.3.3
5386,Alpine Linux,Bug,"",New,Normal,Website tries to load pure-min.css over HTTP even when on HTTPS,Jakub Jirutka,"",04/14/2016 06:13 PM,"","",04/09/2016,"","","",0,04/09/2016 06:00 PM,"","",
5385,Alpine Linux,Bug,"",Resolved,Normal,main/musl: backport patch for crypt.so to the stable branches,Jakub Jirutka,Natanael Copa,04/08/2016 01:34 PM,Aports,3.3.4,04/08/2016,"","","",100,04/08/2016 01:30 PM,"","",
5383,Alpine Linux,Bug,"",Resolved,High,PostgreSQL's build in XML data type does not work in Alpine,Alexey Slobodiskiy,Natanael Copa,04/08/2016 11:58 AM,"",3.4.0,04/08/2016,"","","",100,04/08/2016 06:41 AM,"","",3.3.3
5380,Alpine Linux,Bug,"",Closed,High,Failed to edit crontab,Pavel Prischepa,"",04/11/2016 01:55 PM,"","",04/06/2016,"","","",0,04/06/2016 04:39 PM,04/11/2016 01:55 PM,"",3.3.1
5378,Alpine Linux,Bug,"",New,Normal,php7 pecl: XML Extension not found,Alex N,"",04/30/2016 12:24 AM,"","",04/06/2016,"","","",0,04/06/2016 12:01 PM,"","",
5377,Alpine Linux,Bug,"",New,Normal,Missing dependency libwebp for php7-gd,Andy Postnikov,Natanael Copa,04/22/2016 12:52 PM,Aports,"",04/06/2016,"","","",0,04/06/2016 12:12 AM,"","",
